trial,prob,p
7,0.9999999,0.9
8,0.99999999,0.9
9,0.999999999,0.9
10,0.9999999999,0.9
11,0.99999999999,0.9
12,0.999999999999,0.9
13,0.9999999999999,0.9
14,0.99999999999999,0.9
15,0.999999999999999,0.9
16,0.9999999999999999,0.9
17,1,0.9
18,1,0.9
19,1,0.9
20,1,0.9
21,1,0.9
22,1,0.9
23,1,0.9
24,1,0.9
25,1,0.9
26,1,0.9
27,1,0.9
28,1,0.9
29,1,0.9
30,1,0.9
31,1,0.9
32,1,0.9
33,1,0.9
34,1,0.9
35,1,0.9
36,1,0.9
37,1,0.9
38,1,0.9
39,1,0.9
40,1,0.9
41,1,0.9
42,1,0.9
43,1,0.9
44,1,0.9
45,1,0.9
46,1,0.9
47,1,0.9
48,1,0.9
49,1,0.9
50,1,0.9
51,1,0.9
52,1,0.9
53,1,0.9
54,1,0.9
55,1,0.9
56,1,0.9
57,1,0.9
58,1,0.9
59,1,0.9
60,1,0.9
61,1,0.9
62,1,0.9
63,1,0.9
64,1,0.9
65,1,0.9
66,1,0.9
67,1,0.9
68,1,0.9
69,1,0.9
70,1,0.9
71,1,0.9
72,1,0.9
73,1,0.9
74,1,0.9
75,1,0.9
76,1,0.9
77,1,0.9
78,1,0.9
79,1,0.9
80,1,0.9
81,1,0.9
82,1,0.9
83,1,0.9
84,1,0.9
85,1,0.9
86,1,0.9
87,1,0.9
88,1,0.9
89,1,0.9
90,1,0.9
91,1,0.9
92,1,0.9
93,1,0.9
94,1,0.9
95,1,0.9
96,1,0.9
97,1,0.9
98,1,0.9
99,1,0.9
100,1,0.9
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,1
29,1,1
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,1
61,1,1
62,1,1
63,1,1
64,1,1
65,1,1
66,1,1
67,1,1
68,1,1
69,1,1
70,1,1
71,1,1
72,1,1
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,1
85,1,1
86,1,1
87,1,1
88,1,1
89,1,1
90,1,1
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,1,1
97,1,1
98,1,1
99,1,1
100,1,1
